ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,activity
0.426,3.986,1.113,-4.974,8.228,-1.932,4.387,-5.474,2.59,-0.619,1.084,-1.151,182626,2021-05-19 17:32:02:533,WalkingUpstairs
-3.845,8.722,-0.251,-3.36,9.144,1.127,0.442,0.223,0.165,-1.119,0.707,0.578,183126,2021-05-19 17:32:03:033,WalkingUpstairs
-1.712,13.57,-0.369,-2.418,9.329,1.813,0.382,3.238,-1.318,0.88,0.907,0.002,183626,2021-05-19 17:32:03:533,WalkingUpstairs
-6.237,0.096,-3.745,-6.47,6.21,-3.967,-0.308,-6.629,-1.237,-0.841,-1.162,-0.095,184126,2021-05-19 17:32:04:033,WalkingUpstairs
-5.145,7.458,1.329,-2.501,9.382,1.378,-1.724,-2.186,-0.58,-0.804,-0.583,0.467,184625,2021-05-19 17:32:04:532,WalkingUpstairs
3.089,6.519,-1.307,-4.837,8.409,-1.438,7.025,-3.9,0.606,0.739,1.107,-1.441,185126,2021-05-19 17:32:05:033,WalkingUpstairs
0.359,5.418,-0.967,-3.019,9.33,-0.075,0.358,-3.069,0.034,-1.428,-0.214,0.733,185626,2021-05-19 17:32:05:533,WalkingUpstairs
-0.548,10.044,0.026,-6.238,6.895,-3.117,-1,5.743,3.694,0.486,2.373,-2.922,186126,2021-05-19 17:32:06:033,WalkingUpstairs
-7.283,7.362,-1.465,-3.825,8.85,-1.794,0.607,-0.613,0.691,-1.372,-1.087,1.409,186626,2021-05-19 17:32:06:533,WalkingUpstairs
-0.666,10.81,-1.341,-4.813,8.346,-1.832,4.72,2.523,-4.258,0.842,-0.258,-2.417,187126,2021-05-19 17:32:07:033,WalkingUpstairs
-3.182,13.242,-0.287,-4.436,8.48,-2.141,-3.912,2.17,1.66,-0.765,-1.731,1.576,187626,2021-05-19 17:32:07:533,WalkingUpstairs
-4.86,11.693,-1.937,-2.391,9.508,0.226,-1.995,2.944,-1.988,0.928,0.245,0.011,188126,2021-05-19 17:32:08:033,WalkingUpstairs
-7.642,5.598,-15.129,-5.882,6.241,-4.756,-6.862,8.217,12.383,-0.796,-1.811,0.778,188625,2021-05-19 17:32:08:532,WalkingUpstairs
-5.124,8.578,0.311,-2.898,9.343,0.692,-2.226,-0.765,-0.38,-0.156,-0.181,0.504,189126,2021-05-19 17:32:09:033,WalkingUpstairs
-2.662,4.118,-0.85,-4.783,8.173,-2.548,2.121,-4.055,1.698,0.185,0.432,-0.389,189626,2021-05-19 17:32:09:533,WalkingUpstairs
-5.265,9.582,1.719,-2.441,9.496,-0.164,-3.63,-0.268,0.808,-1.269,0.543,0.995,190126,2021-05-19 17:32:10:033,WalkingUpstairs
-6.735,13.963,-0.599,-4.093,8.763,-1.62,-0.877,2.922,0.995,1.014,0.037,-1.963,190626,2021-05-19 17:32:10:533,WalkingUpstairs
1.946,8.894,12.68,-3.954,8.974,-0.044,10.268,-7.273,-9.778,-2.669,-0.965,0.089,191126,2021-05-19 17:32:11:033,WalkingUpstairs
-3.591,10.824,2.385,-2.947,9.353,0.089,0.069,2.992,-1.758,1.673,1.949,-2.242,191626,2021-05-19 17:32:11:533,WalkingUpstairs
-9.23,19.242,4.755,-4.194,8.863,-0.156,-10.24,10.575,-2.082,-0.858,2.349,1.524,192126,2021-05-19 17:32:12:033,WalkingUpstairs
-5.83,10.23,1.312,-1.089,9.522,2.076,-3.12,-0.653,-0.553,-0.051,-0.315,0.78,192626,2021-05-19 17:32:12:533,WalkingUpstairs
-3.63,1.197,-3.567,-6.436,5.696,-4.723,2.807,-4.499,1.155,0.086,1.246,-1.935,193126,2021-05-19 17:32:13:033,WalkingUpstairs
-2.945,6.859,-1.18,-4.093,8.908,0.275,1.097,-2.21,-2.017,-1.684,0.951,1.042,193626,2021-05-19 17:32:13:533,WalkingUpstairs
-4.314,7.458,0.548,-5.729,7.872,-1.175,-1.345,0.08,-6.668,1.04,3.782,-2.534,194126,2021-05-19 17:32:14:033,WalkingUpstairs
-2.581,5.851,-0.019,-4.063,8.925,-0.1,-1.07,-3.347,-1.223,-1.308,1.651,1.25,194626,2021-05-19 17:32:14:533,WalkingUpstairs
-3.663,10.293,2.89,-3.603,9.089,-0.764,8.231,2.962,14.49,1.174,-0.119,-2.358,195126,2021-05-19 17:32:15:033,WalkingUpstairs
-6.088,11.301,2.753,-5.98,7.476,-2.126,-6.749,7.275,4.565,-0.976,-0.257,1.233,195626,2021-05-19 17:32:15:533,WalkingUpstairs
-3.9,13.525,0.749,-2.023,9.477,1.507,-1.064,1.683,-0.896,-0.458,0.34,-0.02,196126,2021-05-19 17:32:16:033,WalkingUpstairs
-0.23,6.194,-1.827,-2.731,9.265,-1.697,2.7,-3.353,0.304,-0.737,0.409,0.451,196626,2021-05-19 17:32:16:533,WalkingUpstairs
-2.277,12.866,3.757,-0.169,9.571,2.132,-1.25,3.004,1.189,-0.197,1.045,0.334,197126,2021-05-19 17:32:17:033,WalkingUpstairs
-1.173,12.107,5.959,0.088,9.154,3.517,-1.091,2.845,-0.88,-0.581,-1.373,2.855,197626,2021-05-19 17:32:17:533,WalkingUpstairs
2.971,11.83,8.291,-1.324,1.162,9.647,1.01,0.441,-1.191,-2.738,1.805,1.428,198126,2021-05-19 17:32:18:033,WalkingUpstairs
-1.144,0.57,8.284,-0.243,0.75,9.775,-0.901,-0.18,-1.491,-0.583,-0.286,0.362,198626,2021-05-19 17:32:18:533,WalkingUpstairs
0.824,3.704,6.421,0.607,3.422,9.17,0.216,0.281,-2.749,-0.932,-1.662,-0.682,199126,2021-05-19 17:32:19:033,WalkingUpstairs
1.391,4.585,8.578,1.442,4.667,8.503,-0.296,0.057,-0.25,0.442,0.344,0.124,199626,2021-05-19 17:32:19:533,WalkingUpstairs
-1.8,5.459,7.3,-1.173,5.603,7.962,-0.628,-0.145,-0.662,0.009,0.535,0.407,200125,2021-05-19 17:32:20:032,WalkingUpstairs
-1.161,5.823,6.936,-1.852,5.651,7.798,0.691,0.171,-0.862,0.117,-0.243,-0.284,200626,2021-05-19 17:32:20:533,WalkingUpstairs
-1.372,2.744,9.79,-0.97,4.365,8.728,-0.401,-1.622,1.062,0.149,-0.16,0.957,201126,2021-05-19 17:32:21:033,WalkingUpstairs
-2.255,3.203,8.545,-1.783,3.321,9.053,-0.399,-0.095,0.123,-0.197,0.225,0.088,201626,2021-05-19 17:32:21:533,WalkingUpstairs
-1.19,3.431,9.395,-1.898,2.79,9.208,0.708,0.641,0.187,0.308,-1.296,-0.304,202126,2021-05-19 17:32:22:033,WalkingUpstairs
-0.697,4.362,8.073,-0.853,4.086,8.874,0.156,0.276,-0.801,0.179,-0.162,-0.16,202626,2021-05-19 17:32:22:533,WalkingUpstairs
-2.188,2.825,10.503,-1.879,3.086,9.117,-0.309,-0.261,1.387,0.109,-0.958,0.105,203126,2021-05-19 17:32:23:033,WalkingUpstairs
-2.365,4.551,8.581,-2.649,5.281,7.827,0.283,-0.73,0.754,0.497,0.506,0.443,203626,2021-05-19 17:32:23:533,WalkingUpstairs
-2.701,5.859,6.752,-3.666,5.632,7.142,0.965,0.227,-0.391,0.284,1.243,-0.138,204126,2021-05-19 17:32:24:033,WalkingUpstairs
-4.501,1.441,9.527,-2.967,2.413,9.03,-0.273,-0.317,0.05,-3.657,2.704,1.134,33,2021-05-19 17:46:48:710,WalkingUpstairs
0.151,2.686,7.01,0.04,2.579,9.461,0.73,-0.859,-0.753,0.415,0.155,0.023,532,2021-05-19 17:46:49:209,WalkingUpstairs
0.493,3.51,6.958,0.719,3.039,9.296,-0.456,0.281,-1.643,-0.026,-0.184,-0.696,1033,2021-05-19 17:46:49:710,WalkingUpstairs
0.311,2.729,8.298,0.659,3.029,9.304,0.262,0.643,-1.414,-0.32,0.462,0.406,1533,2021-05-19 17:46:50:210,WalkingUpstairs
1.408,2.358,8.689,0.97,2.165,9.515,0.703,0.404,-0.591,0.527,-0.88,-0.418,2033,2021-05-19 17:46:50:710,WalkingUpstairs
2.919,1.961,12.723,1.588,1.804,9.508,1.331,0.157,3.215,0.074,0.682,0.732,2532,2021-05-19 17:46:51:209,WalkingUpstairs
-5.306,6.139,2.085,-1.736,9.524,1.567,-3.569,-3.385,0.518,-0.315,-2.539,0.036,3032,2021-05-19 17:46:51:709,WalkingUpstairs
-4.075,6.297,-0.678,-4.339,8.74,-0.98,1.138,-1.055,-0.102,-1.25,-0.002,1.176,3533,2021-05-19 17:46:52:210,WalkingUpstairs
-5.583,5.583,-0.232,-7.848,5.291,-2.568,2.425,5.833,5.197,-0.142,0.91,-2.321,4033,2021-05-19 17:46:52:710,WalkingUpstairs
-3.591,12.139,-3.148,-7.605,6.069,-1.231,4.334,6.647,-1.358,-1.801,-0.414,1.192,4533,2021-05-19 17:46:53:210,WalkingUpstairs
6.033,7.939,-1.19,-3.705,7.545,-5.052,-7.582,-7.73,5.8,2.002,2.949,-3.597,5032,2021-05-19 17:46:53:709,WalkingUpstairs
-0.946,9.184,-3.388,-1.025,9.722,-0.782,0.673,-1.609,-0.241,-1.557,1.191,0.715,5533,2021-05-19 17:46:54:210,WalkingUpstairs
2.734,9.445,7.154,-2.443,9.172,-2.465,2.291,1.584,9.627,0.976,1.644,-2.173,6078,2021-05-19 17:46:54:755,WalkingUpstairs
-0.175,0.802,-5.339,-2.753,8.444,-4.159,2.578,-7.642,-1.18,0.017,0.63,-0.463,6079,2021-05-19 17:46:54:756,WalkingUpstairs
-0.175,0.802,-5.339,-2.753,8.444,-4.159,2.578,-7.642,-1.18,0.017,0.63,-0.463,6081,2021-05-19 17:46:54:758,WalkingUpstairs
-0.175,0.802,-5.339,-2.753,8.444,-4.159,2.578,-7.642,-1.18,0.017,0.63,-0.463,6082,2021-05-19 17:46:54:759,WalkingUpstairs
-0.175,0.802,-5.339,-2.753,8.444,-4.159,2.578,-7.642,-1.18,0.017,0.63,-0.463,6083,2021-05-19 17:46:54:760,WalkingUpstairs
-0.175,0.802,-5.339,-2.753,8.444,-4.159,2.578,-7.642,-1.18,0.017,0.63,-0.463,6084,2021-05-19 17:46:54:761,WalkingUpstairs
-0.175,0.802,-5.339,-2.753,8.444,-4.159,2.578,-7.642,-1.18,0.017,0.63,-0.463,6085,2021-05-19 17:46:54:762,WalkingUpstairs
-6.816,20.774,-1.836,-3.218,8.431,-3.838,-3.599,12.343,2.001,-1.227,-0.473,0.793,6254,2021-05-19 17:46:54:931,WalkingUpstairs
-1.279,10.367,0.848,-0.392,9.747,1.002,-0.994,2.311,0.355,-0.396,0.856,0.218,6754,2021-05-19 17:46:55:431,WalkingUpstairs
-2.464,4.815,-1.908,-2.608,8.914,-3.149,0.144,-4.099,1.241,0.084,0.506,0.068,7253,2021-05-19 17:46:55:930,WalkingUpstairs
-4.159,10.065,-0.079,-0.538,9.677,-1.495,-3.621,0.388,1.416,-0.316,1.21,-0.054,7753,2021-05-19 17:46:56:430,WalkingUpstairs
2.365,10.046,0.247,-1.332,9.555,-1.759,-1.573,0.009,2.43,2.232,2.772,-1.046,8253,2021-05-19 17:46:56:930,WalkingUpstairs
-7.135,8.892,-8.042,-3.873,7.147,-5.485,-3.261,1.745,-2.557,-0.423,0.13,-0.207,8753,2021-05-19 17:46:57:430,WalkingUpstairs
-1.401,8.94,0.431,-0.878,9.734,0.806,-0.363,-1.101,-1.526,-1.179,-0.323,0.651,9253,2021-05-19 17:46:57:930,WalkingUpstairs
-0.769,9.888,-3.613,-2.881,9.102,-2.243,1.661,0.349,-1.563,1.842,0.043,-1.742,9753,2021-05-19 17:46:58:430,WalkingUpstairs
-4.357,6.807,-6.086,-3.807,7.983,-4.237,1.41,-0.669,1.03,-2.065,-0.514,0.955,10253,2021-05-19 17:46:58:930,WalkingUpstairs
-2.887,10.029,-0.871,-0.832,9.761,0.44,-1.824,-0.546,-0.771,-0.415,-0.425,0.535,10753,2021-05-19 17:46:59:430,WalkingUpstairs
-3.038,6.194,-3.402,-3.75,7.594,-4.944,2.859,-2.465,1.542,1.743,0.913,-1.585,11253,2021-05-19 17:46:59:930,WalkingUpstairs
-8.866,17.075,-6.828,-2.886,9.05,-2.437,-5.98,8.025,-4.391,0.059,0.297,-0.583,11813,2021-05-19 17:47:00:490,WalkingUpstairs
-8.866,17.075,-6.828,-2.886,9.05,-2.437,-5.98,8.025,-4.391,0.059,0.297,-0.583,11815,2021-05-19 17:47:00:492,WalkingUpstairs
-8.866,17.075,-6.828,-2.886,9.05,-2.437,-5.98,8.025,-4.391,0.059,0.297,-0.583,11816,2021-05-19 17:47:00:493,WalkingUpstairs
-8.866,17.075,-6.828,-2.886,9.05,-2.437,-5.98,8.025,-4.391,0.059,0.297,-0.583,11817,2021-05-19 17:47:00:494,WalkingUpstairs
-1.942,19.676,-6.527,-2.337,9.353,-1.797,0.395,10.322,-4.73,0.893,-0.691,-0.61,12001,2021-05-19 17:47:00:678,WalkingUpstairs
-2.33,10.851,3.318,0.126,9.711,1.361,-2.455,1.14,1.958,0.276,0.06,0.131,12501,2021-05-19 17:47:01:178,WalkingUpstairs
-0.5,4.774,-1.508,-2.394,9.463,-0.94,3.246,-4.558,0.263,-0.938,1.613,1.398,13001,2021-05-19 17:47:01:678,WalkingUpstairs
-2.459,9.108,0.498,-0.675,9.733,0.993,0.133,0.004,-0.782,-1.015,0.506,0.564,13501,2021-05-19 17:47:02:178,WalkingUpstairs
2.093,-2.796,-4.748,-3.897,6.862,-5.822,7.3,-9.369,1.533,2.359,3.696,-2.478,14001,2021-05-19 17:47:02:678,WalkingUpstairs
-0.543,6.455,-0.876,-1.633,9.67,-0.061,0.544,-4.385,-1.227,-1.674,1.559,0.723,14501,2021-05-19 17:47:03:178,WalkingUpstairs
1.413,10.092,-0.809,-3.843,8.538,-2.917,5.255,1.553,2.107,2.128,2.133,-2.04,15000,2021-05-19 17:47:03:677,WalkingUpstairs
-1.999,7.257,-1.554,-1.829,9.629,-0.327,0.314,-2.552,-2.325,-1.087,1.689,1.123,15501,2021-05-19 17:47:04:178,WalkingUpstairs
-1.13,9.969,5.37,-1.945,9.53,-1.255,2.179,0.032,3.787,2.098,-1.474,-1.997,16001,2021-05-19 17:47:04:678,WalkingUpstairs
-2.205,14.545,0.445,-2.557,9.182,-2.306,4.663,1.72,-0.575,-1.685,-0.205,1.04,16501,2021-05-19 17:47:05:178,WalkingUpstairs
0.271,16.644,1.772,-0.247,9.715,1.317,0.258,4.143,0.242,-0.116,0.162,0.761,17000,2021-05-19 17:47:05:677,WalkingUpstairs
-2.437,3.364,-1.662,-2.447,9.113,-2.671,-1.591,-2.692,-3.12,-1.819,0.98,1.061,17501,2021-05-19 17:47:06:178,WalkingUpstairs
-0.898,9.258,1.264,-0.471,9.776,0.623,-1.566,-0.735,0.455,-0.965,0.765,0.441,18001,2021-05-19 17:47:06:678,WalkingUpstairs
-2.533,11.71,1.592,-3.323,8.813,-2.731,0.79,2.897,4.324,1.286,1.866,-2.505,18501,2021-05-19 17:47:07:178,WalkingUpstairs
-2.088,7.623,-2.682,-3.152,8.828,-2.882,0.808,-1.986,0.77,-1.191,-1.294,1.141,19001,2021-05-19 17:47:07:678,WalkingUpstairs
-1.786,13.846,-2.883,-1.037,9.745,0.367,-0.163,3.24,-2.546,0.96,0.695,0.012,19501,2021-05-19 17:47:08:178,WalkingUpstairs
-8.174,8.361,-19.041,-3.932,7.105,-5.498,3.462,-8.566,-2.595,-2.911,-1.678,-0.043,20001,2021-05-19 17:47:08:678,WalkingUpstairs
-1.86,8.729,1.46,-0.806,9.733,0.889,-1.055,-1.004,0.572,-0.514,-0.083,0.72,20501,2021-05-19 17:47:09:178,WalkingUpstairs
-1.178,8.552,-0.012,-2.662,9.141,-2.35,1.989,-2.817,2.834,0.354,1.14,-1.314,21000,2021-05-19 17:47:09:677,WalkingUpstairs
-1.343,16.264,5.124,-2.107,9.564,-0.516,8.396,-4.777,12.661,-0.456,4.753,1.305,21501,2021-05-19 17:47:10:178,WalkingUpstairs
-0.383,13.539,-0.156,-0.464,9.662,1.615,0.081,3.878,-1.771,0.39,0.844,0.313,22001,2021-05-19 17:47:10:678,WalkingUpstairs
-1.116,2.849,-5.619,-3.611,7.265,-5.509,4.948,-3.568,1.603,0.018,0.034,-0.785,22501,2021-05-19 17:47:11:178,WalkingUpstairs
-2.38,8.045,-1.599,-2.492,9.423,-1.082,0.112,-1.378,-0.518,-1.616,0.747,0.88,23001,2021-05-19 17:47:11:678,WalkingUpstairs
-1.144,12.412,-2.148,-0.988,9.746,-0.45,0.167,2.109,-1.683,2.709,0.075,-0.901,23501,2021-05-19 17:47:12:178,WalkingUpstairs
-3.953,1.908,-6.311,-3.967,6.504,-6.175,0.004,-5.643,-3.224,-1.237,-0.312,0.726,24001,2021-05-19 17:47:12:678,WalkingUpstairs
-2.674,8.217,-1.343,-1.843,9.627,-0.297,-0.926,-0.84,-1.02,-0.948,-0.089,0.585,24501,2021-05-19 17:47:13:178,WalkingUpstairs
-1.607,7.836,-2.61,-3.504,8.818,-2.477,-0.839,-0.216,3.744,1.677,2.151,-1.814,25000,2021-05-19 17:47:13:677,WalkingUpstairs
-3.158,9.931,-11.301,-3.997,7.017,-5.564,2.561,-6.965,1.58,-0.365,0.21,0.08,25501,2021-05-19 17:47:14:178,WalkingUpstairs
-1.255,8.655,1.788,-0.909,9.752,0.499,-1.121,-0.575,-0.087,-0.431,-0.695,0.627,26001,2021-05-19 17:47:14:678,WalkingUpstairs
-0.4,8.119,1.073,-2.424,9.139,-2.601,3.609,-3.567,2.862,0.585,1.454,-0.655,26501,2021-05-19 17:47:15:178,WalkingUpstairs
-5.083,6.263,2.689,-2.37,9.373,-1.641,-2.713,-3.11,4.33,-0.642,1.232,0.354,27083,2021-05-19 17:47:15:760,WalkingUpstairs
-1.006,21.478,-8.954,-1.769,9.585,-1.084,0.763,11.894,-7.871,-1.509,0.859,-0.112,27085,2021-05-19 17:47:15:762,WalkingUpstairs
-1.006,21.478,-8.954,-1.769,9.585,-1.084,0.763,11.894,-7.871,-1.509,0.859,-0.112,27086,2021-05-19 17:47:15:763,WalkingUpstairs
-1.006,21.478,-8.954,-1.769,9.585,-1.084,0.763,11.894,-7.871,-1.509,0.859,-0.112,27089,2021-05-19 17:47:15:766,WalkingUpstairs
-0.828,9.392,0.819,-0.37,9.684,1.503,-0.459,-0.291,-0.685,-1.288,1.329,0.731,27271,2021-05-19 17:47:15:948,WalkingUpstairs
0.132,9.227,-1.81,-4.037,8.23,-3.485,4.168,0.998,1.675,1.57,3.156,-2.362,27771,2021-05-19 17:47:16:448,WalkingUpstairs
-0.213,7.183,-2.828,-3.489,8.881,-2.265,2.973,-1.577,0.155,-1.48,-0.755,1.015,28271,2021-05-19 17:47:16:948,WalkingUpstairs
-1.42,14.078,-2.82,-1.569,9.68,0.112,0.607,5.956,-1.969,3.344,-0.858,-1.609,28771,2021-05-19 17:47:17:448,WalkingUpstairs
-5.018,0.534,-9.819,-4.183,6.772,-5.728,-2.759,10.095,-2.329,-1.868,-1.797,0.23,29270,2021-05-19 17:47:17:947,WalkingUpstairs
-5.018,0.534,-9.819,-4.183,6.772,-5.728,-2.759,10.095,-2.329,-1.868,-1.797,0.23,29271,2021-05-19 17:47:17:948,WalkingUpstairs
-5.459,21.883,4.221,-4.267,7.452,-4.737,-2.759,10.095,-2.329,-1.868,-1.797,0.23,29289,2021-05-19 17:47:17:966,WalkingUpstairs
-0.148,8.552,0.79,-1.536,9.602,1.269,1.387,-1.05,-0.479,-0.589,-0.241,0.321,29789,2021-05-19 17:47:18:466,WalkingUpstairs
-0.591,7.506,0.441,-2.356,9.484,-0.825,3.178,-1.166,1.041,1.087,2.957,-1.192,30290,2021-05-19 17:47:18:967,WalkingUpstairs
-3.994,2.61,3.005,-1.816,9.442,-1.927,-10.098,-0.637,8.438,0.757,0.315,0.244,30789,2021-05-19 17:47:19:466,WalkingUpstairs
-3.153,11.016,2.78,-0.248,9.662,1.658,-2.372,1.403,-2.138,0.395,0.103,0.476,31289,2021-05-19 17:47:19:966,WalkingUpstairs
-3.146,14.952,-6.325,-2.177,9.508,-1.018,9.734,-2.513,-1.062,0.182,0.719,-0.816,31790,2021-05-19 17:47:20:467,WalkingUpstairs
-0.809,9.582,0.639,-0.938,9.568,1.933,0.129,0.013,-1.294,-0.652,0.032,0.432,32290,2021-05-19 17:47:20:967,WalkingUpstairs
-2.219,11.787,0.587,-1.267,9.71,0.523,-0.401,3.901,0.896,2.236,0.168,-1.822,32832,2021-05-19 17:47:21:509,WalkingUpstairs
-5.205,9.294,-9.282,-3.769,7.929,-4.369,-1.086,-8.795,-2.97,-0.991,-0.311,0.262,33021,2021-05-19 17:47:21:698,WalkingUpstairs
-3.017,8.396,0.175,-1.166,9.581,1.739,-0.506,-1.697,-2.14,-0.977,-0.482,0.416,33521,2021-05-19 17:47:22:198,WalkingUpstairs
0.752,10.075,-2.413,-2.375,9.342,-1.807,-0.113,1.434,-3.734,1.508,1.753,-1.061,34021,2021-05-19 17:47:22:698,WalkingUpstairs
-3.012,15.979,-4.52,-1.281,9.433,-2.355,-1.731,6.546,-2.166,0.691,0.908,0.058,34631,2021-05-19 17:47:23:308,WalkingUpstairs
-3.656,13.561,-1.894,-0.525,9.793,0.046,-3.131,3.768,-1.94,0.003,-0.235,0.313,34822,2021-05-19 17:47:23:499,WalkingUpstairs
-6.792,14.109,-6.886,-1.286,9.563,-1.751,-5.507,4.546,-5.134,-0.181,0.323,-0.534,35502,2021-05-19 17:47:24:179,WalkingUpstairs
-5.686,11.032,-5.021,-1.795,9.4,-2.144,-3.891,1.633,-2.877,-0.036,0.323,-0.534,35503,2021-05-19 17:47:24:180,WalkingUpstairs
-3.534,1.705,-8.356,-2.885,8.66,-3.586,-0.649,-6.955,-4.77,-1.615,-1.133,0.998,35689,2021-05-19 17:47:24:366,WalkingUpstairs
-1.599,8.363,0.948,-0.599,9.572,2.047,-1,-1.209,-1.099,-0.961,-0.308,0.642,36189,2021-05-19 17:47:24:866,WalkingUpstairs
-1.882,8.037,1.58,-2.873,9.206,-1.781,1.215,-0.982,3.868,1.683,2.081,-1.601,36689,2021-05-19 17:47:25:366,WalkingUpstairs
-3.148,11.813,-4.863,-3.731,8.234,-3.8,-2.615,-4.668,2.839,-1.815,-1.031,0.66,37188,2021-05-19 17:47:25:865,WalkingUpstairs
-4.676,14.123,2.095,-1.267,9.705,0.617,-3.455,4.414,1.458,0.054,-0.796,0.511,37689,2021-05-19 17:47:26:366,WalkingUpstairs
-0.984,4.245,-2.636,-3.85,7.821,-4.492,2.847,-3.3,2.321,1.513,1.301,-0.856,38189,2021-05-19 17:47:26:866,WalkingUpstairs
-3.553,10.166,-0.625,-2.356,9.363,-1.718,-1.004,0.943,1.525,-1.063,-1.037,1.176,38688,2021-05-19 17:47:27:365,WalkingUpstairs
-1.911,12.972,1.726,-0.192,9.741,1.115,-1.812,3.241,0.515,0.433,0.097,-0.536,39189,2021-05-19 17:47:27:866,WalkingUpstairs
0.795,10.183,-3,-1.345,9.521,-1.929,2.27,0.705,-0.957,-0.613,2.616,1.068,39688,2021-05-19 17:47:28:365,WalkingUpstairs
-1.369,10.13,-1.657,-1.212,9.725,0.346,-0.157,0.405,-2.003,-1.25,1.285,1.261,40189,2021-05-19 17:47:28:866,WalkingUpstairs
-1.369,10.13,-1.657,-1.212,9.725,0.346,-0.157,0.405,-2.003,-1.25,1.285,1.261,40190,2021-05-19 17:47:28:867,WalkingUpstairs
-1.369,10.13,-1.657,-1.212,9.725,0.346,-0.157,0.405,-2.003,-1.25,1.285,1.261,40191,2021-05-19 17:47:28:868,WalkingUpstairs
-0.098,11.535,-1.259,-0.04,9.437,2.665,-0.57,-5.858,-5.263,-1.972,0.324,0.956,40322,2021-05-19 17:47:28:999,WalkingUpstairs
-2.799,14.109,0.807,0.727,9.141,3.476,-3.526,4.968,-2.669,-0.406,0.348,0.432,40821,2021-05-19 17:47:29:498,WalkingUpstairs
-2.54,3.579,-2.059,-2.546,9.313,-1.716,0.006,-5.734,-0.343,-0.654,0.321,-0.066,41322,2021-05-19 17:47:29:999,WalkingUpstairs
-2.267,8.892,-0.512,-0.788,9.737,0.86,-1.479,-0.845,-1.373,-1.327,1.39,1.023,41822,2021-05-19 17:47:30:499,WalkingUpstairs
-2.813,12.649,-1.185,-3.277,8.944,-2.331,0.463,3.704,1.146,1.356,2.091,-2.285,42321,2021-05-19 17:47:30:998,WalkingUpstairs
-0.941,6.883,-2.394,-3.613,8.863,-2.138,2.672,-1.979,-0.257,-1.234,-0.316,1.13,42822,2021-05-19 17:47:31:499,WalkingUpstairs
-1.678,13.103,-1.207,-1.166,9.654,1.271,-0.512,3.45,-2.478,0.451,0.839,0.181,43322,2021-05-19 17:47:31:999,WalkingUpstairs
-2.121,1.446,-5.667,-3.899,6.941,-5.727,1.778,-5.495,0.059,0.403,0.519,-0.442,43821,2021-05-19 17:47:32:498,WalkingUpstairs
-1.97,7.209,-0.417,-1.835,9.618,-0.543,-0.135,-2.409,0.126,-1.487,-0.28,1.125,44322,2021-05-19 17:47:32:999,WalkingUpstairs
-0.699,11.265,0.213,-1.917,9.515,-1.4,1.218,1.75,1.613,2.07,2.374,-1.376,44821,2021-05-19 17:47:33:498,WalkingUpstairs
-7.396,12.127,0.215,-2.272,9.404,-1.606,-5.123,2.723,1.822,-0.53,2.349,0.309,45322,2021-05-19 17:47:33:999,WalkingUpstairs
-3.74,11.308,1.827,-0.822,9.657,1.493,-2.917,1.65,0.334,0.828,0.593,-0.279,45822,2021-05-19 17:47:34:499,WalkingUpstairs
-4.008,1.477,-5.722,-4.217,6.542,-5.966,1.649,-6.015,0.147,-0.851,-0.188,-0.009,46321,2021-05-19 17:47:34:998,WalkingUpstairs
-4.219,7.724,-0.35,-1.493,9.679,0.51,-2.726,-1.955,-0.859,-1.004,-0.389,0.894,46821,2021-05-19 17:47:35:498,WalkingUpstairs
3.251,6.151,-1.346,-4.119,8.155,-3.564,7.37,-2.004,2.219,2.398,2.374,-1.239,47322,2021-05-19 17:47:35:999,WalkingUpstairs
-3.926,7.961,-0.314,-2.447,9.396,-1.379,-1.48,-1.435,1.066,-1.415,0.466,1.243,47821,2021-05-19 17:47:36:498,WalkingUpstairs
-1.793,11.286,2.377,-2.374,9.397,-1.493,0.581,1.889,3.871,1.618,-1.508,-1.346,48322,2021-05-19 17:47:36:999,WalkingUpstairs
-9.072,16.127,-8.152,-4.254,7.55,-4.59,-4.817,8.577,-3.562,-1.326,0.081,1.221,48822,2021-05-19 17:47:37:499,WalkingUpstairs
-3.29,10.048,0.278,-1.362,9.664,0.955,-1.927,0.384,-0.677,-0.482,-0.542,0.443,49321,2021-05-19 17:47:37:998,WalkingUpstairs
-0.306,7.673,2.181,-3.217,8.917,-2.511,2.91,-1.244,4.692,1.401,0.126,-0.76,49822,2021-05-19 17:47:38:499,WalkingUpstairs
-0.843,7.178,-0.177,-1.504,9.566,-1.549,0.661,-2.388,1.372,-0.607,0.134,1.627,50461,2021-05-19 17:47:39:138,WalkingUpstairs
0.345,10.908,1.745,-0.988,9.741,-0.55,2.123,2.017,-2.187,2.148,1.725,-1.218,50821,2021-05-19 17:47:39:498,WalkingUpstairs
-3.642,10.297,3.311,-2.663,9.265,-1.802,-0.486,-4.103,0.693,0.168,0.811,-1.251,51321,2021-05-19 17:47:39:998,WalkingUpstairs
