ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,activity
-1.6651,-3.4457,-5.9671,-1.9915,-5.0843,-8.1458,0.2722,2.1409,3.3965,0.5227,0.4245,-0.4902,563508,2021-05-19 18:17:39:049,Cycling
-2.1508,-2.543,-8.9812,-3.9871,-1.6645,-8.8036,2.5937,-2.1136,-0.601,-1.5557,-0.8282,0.6806,564009,2021-05-19 18:17:39:550,Cycling
-4.8084,2.3506,-7.5616,-5.009,3.0036,-7.8777,0.7842,0.3565,-0.0142,0.5873,-0.4164,-0.162,564512,2021-05-19 18:17:40:053,Cycling
-3.408,-5.8014,-7.6693,-3.8115,-4.3908,-7.897,1.5382,-1.5013,-0.342,0.5195,-0.1435,-0.9659,565009,2021-05-19 18:17:40:550,Cycling
-2.8502,-3.4672,-8.2295,-4.6614,-2.2753,-8.3226,2.8718,-2.7344,-0.1814,-1.7266,-0.8121,0.2466,565508,2021-05-19 18:17:41:049,Cycling
-3.4032,3.6314,-7.1952,-4.1857,2.4202,-8.5319,-0.0842,0.3925,0.9303,1.4476,0.8981,-0.5044,566008,2021-05-19 18:17:41:549,Cycling
-2.0432,-6.0407,-9.3165,-2.7288,-4.5782,-8.2319,0.9955,-0.8277,-1.4029,0.8685,-0.0634,-0.4937,566509,2021-05-19 18:17:42:050,Cycling
-2.6465,-4.5254,-10.322,-2.5328,-1.6538,-9.3285,-0.4215,-3.8504,-1.1307,-1.5285,0.0961,0.377,567008,2021-05-19 18:17:42:549,Cycling
-3.1564,1.0528,-6.5058,-2.4794,0.2912,-9.4836,-0.8268,1.7682,2.7772,1.7733,0.3031,0.2346,567512,2021-05-19 18:17:43:053,Cycling
-1.9379,-6.7328,-9.1848,-1.6711,-5.3801,-8.027,0.1615,-0.2805,-0.61,-0.4236,-0.2646,-0.0573,568008,2021-05-19 18:17:43:549,Cycling
-3.4487,-0.07,-6.9105,-3.0956,-0.2193,-9.3027,0.0261,0.0523,3.1257,-0.1907,-0.0208,-0.5463,568508,2021-05-19 18:17:44:049,Cycling
-2.7422,-6.4286,-9.7187,-2.2704,-4.4277,-8.4505,-0.4312,-1.8533,-1.3122,0.761,0.1639,0.4436,569011,2021-05-19 18:17:44:552,Cycling
-3.4032,0.3299,-5.3375,-4.5832,1.0632,-8.6043,1.2104,-2.569,1.9806,-1.7131,-0.3493,0.4325,569510,2021-05-19 18:17:45:051,Cycling
-5.426,-0.259,-8.4138,-4.3069,0.9681,-8.7569,-0.7076,-1.5783,-0.5946,0.004,-0.0675,-0.2663,570323,2021-05-19 18:17:45:864,Cycling
-5.426,-0.259,-8.4138,-4.3069,0.9681,-8.7569,-0.7076,-1.5783,-0.5946,0.004,-0.0675,-0.2663,570324,2021-05-19 18:17:45:865,Cycling
-5.426,-0.259,-8.4138,-4.3069,0.9681,-8.7569,-0.7076,-1.5783,-0.5946,0.004,-0.0675,-0.2663,570325,2021-05-19 18:17:45:866,Cycling
-5.426,-0.259,-8.4138,-4.3069,0.9681,-8.7569,-0.7076,-1.5783,-0.5946,0.004,-0.0675,-0.2663,570326,2021-05-19 18:17:45:867,Cycling
-4.9663,-5.569,-6.6135,-4.8878,-5.8322,-6.1859,-0.5985,0.0999,-0.4226,0.1158,-0.1527,0.0392,570754,2021-05-19 18:17:46:295,Cycling
-4.1309,-5.5594,-5.6773,-3.8647,-6.0379,-6.6916,-0.3072,-0.4051,0.7833,-0.0441,0.3311,-0.0881,571254,2021-05-19 18:17:46:795,Cycling
-3.9658,-5.3369,-5.7972,-3.6636,-5.5838,-7.1811,0.2865,-1.5986,-0.0612,-0.0182,0.4342,0.206,571754,2021-05-19 18:17:47:295,Cycling
-4.8251,-6.3808,-5.639,-3.8348,-6.219,-6.5414,-0.3218,-0.2146,0.6517,0.2932,-0.217,-0.046,572254,2021-05-19 18:17:47:795,Cycling
-3.5468,-7.0798,-5.8331,-3.5078,-6.6017,-6.3469,-0.0021,-0.5171,0.5631,0.0249,0.0339,-0.0243,572753,2021-05-19 18:17:48:294,Cycling
-4.296,-6.5578,-6.647,-3.7753,-6.436,-6.3636,-0.5071,-0.0078,-0.1214,0.0988,-0.1665,0.013,573256,2021-05-19 18:17:48:797,Cycling
-4.4157,-6.3401,-6.2088,-4.3368,-6.3836,-6.0508,0.2471,-0.0948,-0.1756,0.0224,-0.064,-0.0298,573756,2021-05-19 18:17:49:297,Cycling
-4.8012,-5.222,-6.5273,-5.0552,-6.0649,-5.8165,-0.091,0.703,-0.4104,0.042,-0.0541,0.036,574253,2021-05-19 18:17:49:794,Cycling
-6.1011,-2.4736,-4.6119,-6.2603,-5.5612,-5.1041,-0.1452,1.8189,-1.3039,-0.0145,-0.3512,-0.0003,574754,2021-05-19 18:17:50:295,Cycling
-1.7106,-3.175,-5.4452,-3.1436,-7.2869,-5.761,1.5886,-1.2561,-1.7496,1.1408,1.5062,0.0771,575254,2021-05-19 18:17:50:795,Cycling
-3.9012,-3.4768,-5.8164,-2.6766,-5.2726,-7.8234,0.7087,0.4871,1.6376,-1.6496,-0.1701,-0.0084,575754,2021-05-19 18:17:51:295,Cycling
-3.8267,-0.1801,-6.7164,-2.1712,-4.1483,-8.6167,0,0,0,-1.4596,0.0473,0.3858,576254,2021-05-19 18:17:51:795,Cycling
-2.747,1.745,-8.5959,-4.1673,3.2211,-8.2721,0,0,0,0.7376,-0.1681,-0.095,576754,2021-05-19 18:17:52:295,Cycling
-1.593,-5.9115,-8.2056,-3.0621,-3.6575,-8.5684,0.4425,-1.7111,-0.0938,0.9416,-0.4287,-0.2763,577257,2021-05-19 18:17:52:798,Cycling
-3.2115,-4.159,-9.7642,-2.6851,-3.7778,-8.6423,-0.2041,-0.3381,0.5857,-0.9833,-0.3294,-0.0238,577754,2021-05-19 18:17:53:295,Cycling
-4.418,3.1597,-5.2537,-3.407,1.2007,-9.1171,-0.19,0.7624,3.7766,-0.022,0.363,-0.4537,578254,2021-05-19 18:17:53:795,Cycling
-0.3027,-7.0439,-10.9804,-2.4774,-4.6089,-8.294,0.5604,-1.4542,-3.2529,0.0987,-0.4525,-0.6415,578754,2021-05-19 18:17:54:295,Cycling
-2.4191,-2.531,-9.2614,-3.6598,-2.1401,-8.8429,0,0,0,-0.7132,0.243,0.2431,579466,2021-05-19 18:17:55:007,Cycling
-2.4191,-2.531,-9.2614,-3.6598,-2.1401,-8.8429,0,0,0,-0.7132,0.243,0.2431,579467,2021-05-19 18:17:55:008,Cycling
-2.4191,-2.531,-9.2614,-3.6598,-2.1401,-8.8429,0,0,0,-0.7132,0.243,0.2431,579468,2021-05-19 18:17:55:009,Cycling
-2.4191,-2.531,-9.2614,-3.6598,-2.1401,-8.8429,0,0,0,-0.7132,0.243,0.2431,579655,2021-05-19 18:17:55:196,Cycling
-2.5244,-8.6504,-7.0325,-2.3853,-5.9592,-7.4141,1.2175,0.8308,-0.1237,0.0116,-0.3911,0.0599,580156,2021-05-19 18:17:55:697,Cycling
-3.2306,2.432,-4.8802,-4.3311,0.5342,-8.7822,1.3256,0.2639,3.5073,-0.7897,0.0124,0.1364,580654,2021-05-19 18:17:56:195,Cycling
-1.1575,-13.2613,-16.9247,-3.2697,-3.3755,-8.6073,1.3521,-3.0474,-1.5932,-1.8167,0.396,0.4566,581155,2021-05-19 18:17:56:696,Cycling
-4.3439,-5.878,-12.3688,-1.8842,-6.4004,-7.1872,-1.9723,-4.422,-7.5462,2.2174,0.0521,-0.0976,581657,2021-05-19 18:17:57:198,Cycling
-3.1636,5.1517,2.3836,-3.1312,1.0101,-9.2383,1.6823,0.8745,7.0755,-3.0744,-0.5809,0.0455,582156,2021-05-19 18:17:57:697,Cycling
0.1738,-3.4241,-9.9556,-2.0263,-4.2342,-8.6102,0.0238,-3.573,-3.9266,-2.7511,-0.2533,0.4479,582655,2021-05-19 18:17:58:196,Cycling
-0.9012,-7.8676,-10.3819,-2.2776,-5.5944,-7.7256,2.1821,-1.7994,-0.6609,0.0903,0.4558,-0.2685,583155,2021-05-19 18:17:58:696,Cycling
1.1671,-5.1933,-9.9509,-2.1092,-4.5208,-8.443,-0.0781,2.295,0.648,3.5951,-0.009,-0.3163,583655,2021-05-19 18:17:59:196,Cycling
-2.1221,-6.5315,-7.9325,-2.1448,-3.9787,-8.7029,-0.068,-3.1618,0.3802,-0.9728,-0.4164,-0.1452,584155,2021-05-19 18:17:59:696,Cycling
-2.3761,-3.6634,-8.761,-2.715,-2.9672,-8.944,0.8498,-0.1302,0.6054,0.7292,-0.0812,-0.3664,584656,2021-05-19 18:18:00:197,Cycling
-1.7847,-6.0622,-11.5454,-2.5724,-4.0625,-8.5469,-0.3623,-0.7401,-1.4078,-3.0012,-0.3308,0.5232,585196,2021-05-19 18:18:00:737,Cycling
-1.7847,-6.0622,-11.5454,-2.5724,-4.0625,-8.5469,-0.3623,-0.7401,-1.4078,-3.0012,-0.3308,0.5232,585197,2021-05-19 18:18:00:738,Cycling
-0.839,-9.4307,-12.1798,-1.147,-5.0397,-8.334,-1.7782,1.9111,3.1181,-2.6798,-0.3867,0.558,585473,2021-05-19 18:18:01:014,Cycling
-1.27,-4.8078,-7.9253,-1.1587,-4.6578,-8.5518,1.1616,3.2071,0.7543,4.0798,0.6664,-0.9575,585973,2021-05-19 18:18:01:514,Cycling
-4.095,-2.7416,-10.602,-2.4155,-0.4061,-9.4958,-1.9042,1.6403,3.9436,-0.0683,0.0188,-0.5915,586473,2021-05-19 18:18:02:014,Cycling
-0.3458,-5.3393,-7.8081,-1.3516,-6.4872,-7.2291,0.8401,-0.0366,-1.0099,-0.2558,0.1512,0.4183,586974,2021-05-19 18:18:02:515,Cycling
-0.2213,-4.5111,-7.6597,-1.1414,-5.8152,-7.8136,-0.3957,0.8975,1.5972,-0.3007,-0.0441,-0.1729,587474,2021-05-19 18:18:03:015,Cycling
-1.823,-5.3752,-5.0907,-1.1658,-6.034,-7.6421,0.5549,-0.4368,-0.5162,-0.1538,0.0507,-0.1196,587973,2021-05-19 18:18:03:514,Cycling
-1.9355,-5.0904,-7.3651,-1.3872,-5.4227,-8.0523,-0.0256,0.6601,0.7763,-0.2489,0.1773,0.0855,588473,2021-05-19 18:18:04:014,Cycling
-1.4518,-8.2217,-10.0011,-1.7133,-4.1241,-8.7308,0,0,0,-4.0133,-1.145,0.8656,588975,2021-05-19 18:18:04:516,Cycling
-1.4518,-8.2217,-10.0011,-1.7133,-4.1241,-8.7308,0,0,0,-4.0133,-1.145,0.8656,588977,2021-05-19 18:18:04:518,Cycling
-1.4518,-8.2217,-10.0011,-1.7133,-4.1241,-8.7308,0,0,0,-4.0133,-1.145,0.8656,588979,2021-05-19 18:18:04:520,Cycling
-1.4518,-8.2217,-10.0011,-1.7133,-4.1241,-8.7308,0,0,0,-4.0133,-1.145,0.8656,588980,2021-05-19 18:18:04:521,Cycling
-1.4518,-8.2217,-10.0011,-1.7133,-4.1241,-8.7308,0,0,0,-4.0133,-1.145,0.8656,588981,2021-05-19 18:18:04:522,Cycling
-1.4518,-8.2217,-10.0011,-1.7133,-4.1241,-8.7308,0,0,0,-4.0133,-1.145,0.8656,588982,2021-05-19 18:18:04:523,Cycling
-5.5866,-8.5235,-10.5206,-2.2948,-4.6639,-8.3158,0,0,0,1.8277,1.4167,0.2068,589466,2021-05-19 18:18:05:007,Cycling
-5.5866,-8.5235,-10.5206,-2.2948,-4.6639,-8.3158,0,0,0,1.8277,1.4167,0.2068,589467,2021-05-19 18:18:05:008,Cycling
-2.9148,-7.3935,-10.7551,-1.7268,-4.5845,-8.4953,1.6034,-1.0428,0.6353,-1.1308,-0.2703,-0.0304,589781,2021-05-19 18:18:05:322,Cycling
1.4498,-4.4366,-14.8875,-1.688,-4.0849,-8.7541,-0.3326,1.2226,-0.2359,3.433,0.6156,0.1738,590280,2021-05-19 18:18:05:821,Cycling
-0.7983,-2.6148,-11.5358,-2.2326,0.2113,-9.5468,-0.8455,-5.2187,-2.8045,-3.2001,-0.5337,0.5872,590781,2021-05-19 18:18:06:322,Cycling
-1.0496,-7.0941,-12.6538,-1.6926,-5.3862,-8.0184,-1.0091,-3.2984,-6.8649,1.4766,-0.7173,-0.513,591281,2021-05-19 18:18:06:822,Cycling
-3.2474,-4.6714,-6.8456,-2.1151,-3.3039,-8.9878,0.1419,2.9796,2.4257,1.9168,-0.2184,-0.4743,591780,2021-05-19 18:18:07:321,Cycling
-1.1862,-2.7775,-13.3911,-2.6934,-0.5914,-9.411,2.7325,-7.6393,-1.4836,-2.7711,-0.15,1.1476,592281,2021-05-19 18:18:07:822,Cycling
2.362,-6.9936,-13.2141,-1.4403,-5.5126,-7.9817,-3.1896,-4.1877,-4.7107,0.5565,-0.1988,-0.0095,592780,2021-05-19 18:18:08:321,Cycling
-1.689,5.1326,1.3014,-1.9901,2.1006,-9.37,-0.0534,-1.8141,6.8375,3.4948,1.4133,-0.6064,593281,2021-05-19 18:18:08:822,Cycling
-2.4239,-4.6068,-10.8607,-1.6018,-2.7773,-9.2677,-0.5313,-3.5055,-2.9939,-1.5323,-0.2993,0.1443,593781,2021-05-19 18:18:09:322,Cycling
-3.9969,-9.9359,-9.8839,-1.6025,-3.8656,-8.869,1.6835,4.0566,1.5581,3.8952,0.0127,-0.6243,594281,2021-05-19 18:18:09:822,Cycling
-0.9634,0.8877,-6.1466,-2.0089,-0.6496,-9.5767,0.4021,-6.09,-3.1459,-3.1547,-0.7116,0.4453,594780,2021-05-19 18:18:10:321,Cycling
-2.1006,-11.176,-12.108,-2.1511,-5.731,-7.6615,0.564,-1.3086,-2.4841,2.9857,-0.1255,0.142,595281,2021-05-19 18:18:10:822,Cycling
-2.3163,-5.7679,-10.0944,-2.4024,-5.493,-7.7605,0.0785,-1.9766,-2.5192,-0.1445,-0.2813,-0.4723,595783,2021-05-19 18:18:11:324,Cycling
-1.9642,-0.9197,-6.4771,-2.1234,-2.3572,-9.2793,-1.6608,3.2528,3.05,0.9893,0.4946,-0.5823,596281,2021-05-19 18:18:11:822,Cycling
-0.2381,-6.4454,-11.0474,-2.1502,-4.9409,-8.1935,1.7965,0.1259,-1.0066,-1.1438,-0.5864,0.3549,596782,2021-05-19 18:18:12:323,Cycling
-3.8578,-3.151,-8.9907,-2.6377,-2.5545,-9.0933,-1.4177,0.5936,0.0513,1.0278,0.4836,-0.3557,597281,2021-05-19 18:18:12:822,Cycling
-3.1756,-2.7993,-7.5209,-1.987,-5.0632,-8.16,-0.1353,-3.7031,-0.4468,-1.2637,-0.6257,-0.3204,597781,2021-05-19 18:18:13:322,Cycling
-1.4901,-2.5478,-9.0123,-2.0304,-5.2232,-8.0478,1.3512,2.1372,-0.2471,3.02,0.4268,-0.0507,598281,2021-05-19 18:18:13:822,Cycling
-8.1218,-5.2029,-13.5778,-4.0377,-3.3497,-8.2853,-2.4832,-0.047,-3.8132,-1.8353,-1.4007,0.4015,598781,2021-05-19 18:18:14:322,Cycling
-8.0692,-12.749,-3.4555,-2.5547,-8.2087,-4.7182,-3.879,-7.4967,-0.0992,3.0588,0.8491,-0.6119,599282,2021-05-19 18:18:14:823,Cycling
-6.6613,-10.4195,-7.9421,-3.3751,-6.1219,-6.8776,-2.0483,-6.9896,-0.9823,-2.4997,-0.1991,0.4432,599781,2021-05-19 18:18:15:322,Cycling
-5.4954,-10.9271,-7.4898,-2.8329,-8.8295,-3.1914,2.5414,-10.8463,-5.8546,0.624,0.874,-0.7833,600280,2021-05-19 18:18:15:821,Cycling
-2.1843,-7.8003,-7.3819,-4.6618,-0.0204,-8.6277,-0.0823,-4.9747,0.9773,-3.8512,0.2231,1.363,600983,2021-05-19 18:18:16:524,Cycling
-2.1843,-7.8003,-7.3819,-4.6618,-0.0204,-8.6277,-0.0823,-4.9747,0.9773,-3.8512,0.2231,1.363,600984,2021-05-19 18:18:16:525,Cycling
-2.8741,-4.6068,-6.623,-2.0908,8.0755,-5.1561,0.9987,-0.2039,-1.8116,3.0843,0.6165,-0.0958,601237,2021-05-19 18:18:16:778,Cycling
-1.3035,-5.7105,-10.602,-3.0853,-2.2285,-9.038,1.897,-4.5582,-0.2839,-1.8814,-0.6626,0.5236,601738,2021-05-19 18:18:17:279,Cycling
-2.3593,-10.5655,-10.1183,-1.9219,-5.7041,-7.7421,-1.5548,-3.4509,0.313,2.4894,0.7097,-0.5288,602238,2021-05-19 18:18:17:779,Cycling
-0.9419,-3.1534,-6.2973,-2.4108,0.8046,-9.4716,-0.6111,-1.8488,-0.7039,-2.6764,0.1776,0.3405,602738,2021-05-19 18:18:18:279,Cycling
-0.7074,-10.9941,-8.3061,-1.6505,-5.9411,-7.6256,-1.5224,1.1321,-4.0969,0.2469,0.5114,0.4574,603238,2021-05-19 18:18:18:779,Cycling
-1.7895,2.8101,-0.8318,-3.3065,1.3262,-9.1367,2.9441,-2.3847,-0.5481,-2.6086,0.0215,-0.1092,603738,2021-05-19 18:18:19:279,Cycling
-4.1429,-1.8607,-8.3946,-2.3663,-4.7538,-8.2445,3.0576,-2.5283,-3.6479,-0.4383,0.1257,-0.4424,604238,2021-05-19 18:18:19:779,Cycling
-3.8602,-0.1131,-9.4887,-2.2354,-1.1733,-9.4761,-2.1766,3.4619,4.4084,2.7438,0.5643,0.221,604740,2021-05-19 18:18:20:281,Cycling
-0.5423,-4.4462,-10.4871,-2.0715,-4.2456,-8.5938,-0.7392,1.3725,-1.0497,-1.5783,-0.7759,0.0142,605239,2021-05-19 18:18:20:780,Cycling
-1.3561,-12.9168,-10.6618,-1.9144,-4.3093,-8.5986,0.3711,2.4281,-0.3048,3.1413,0.4036,-0.3115,605738,2021-05-19 18:18:21:279,Cycling
-4.2721,-2.8304,-11.033,-3.1097,-1.6016,-9.1616,-0.8383,-3.099,-0.0878,-2.6182,-0.2014,0.4734,606238,2021-05-19 18:18:21:779,Cycling
-0.9132,-5.921,-13.1877,-1.9929,-5.3204,-7.9933,0.839,-0.5329,-4.346,0.7593,0.4074,0.2295,606738,2021-05-19 18:18:22:279,Cycling
-1.5858,0.4783,-0.9227,-2.8343,1.1241,-9.3206,0.1425,1.2671,9.381,1.4615,0.8508,0.1132,607238,2021-05-19 18:18:22:779,Cycling
-4.2386,-5.4757,-9.1825,-2.0079,-5.6916,-7.7295,1.6384,-2.6461,0.6493,-0.6364,-0.7341,-0.6551,607737,2021-05-19 18:18:23:278,Cycling
-0.7122,-3.6873,-9.3404,-2.7323,-4.1013,-8.4785,1.447,2.7202,1.9406,3.272,0.7622,-0.4839,608237,2021-05-19 18:18:23:778,Cycling
-5.2561,-4.602,-8.9429,-3.439,-1.8101,-9.0037,-1.2961,-2.9594,-1.0061,-1.6551,-0.339,-0.242,608738,2021-05-19 18:18:24:279,Cycling
-5.7206,-10.6663,-14.2484,-2.5746,-5.0531,-8.0005,-1.4712,-1.0489,-1.6116,2.617,0.4441,0.7516,609237,2021-05-19 18:18:24:778,Cycling
1.1719,-1.5039,-3.92,-3.3849,0.8747,-9.1623,-2.1352,-3.4864,-2.7594,-2.5575,0.4409,0.7078,609741,2021-05-19 18:18:25:282,Cycling
-2.5986,-6.8453,-8.0118,-2.3617,-5.4388,-7.8111,3.8123,-3.4175,-0.2128,-0.3552,-0.8092,-1.2661,610239,2021-05-19 18:18:25:780,Cycling
-1.8948,1.5365,-6.8551,-2.8381,-0.6274,-9.366,-2.2199,1.2713,4.9913,-0.1929,0.3169,-0.264,610737,2021-05-19 18:18:26:278,Cycling
-1.9427,-5.7823,-10.7889,-1.2574,-5.4218,-8.0742,-2.4127,0.1017,-0.4244,-0.9874,-0.2575,-0.2978,611238,2021-05-19 18:18:26:779,Cycling
-2.9124,-1.6475,-8.7921,-2.4511,-1.273,-9.4097,-0.2087,4.3968,5.1936,3.0629,0.8668,-0.1101,611743,2021-05-19 18:18:27:284,Cycling
-5.3303,-4.0322,-10.1853,-2.9765,-1.7838,-9.1722,-1.1505,-3.1476,-1.7863,-2.6819,-0.8735,0.7961,612239,2021-05-19 18:18:27:780,Cycling
-2.2397,-6.8022,-9.3284,-1.9444,-4.7353,-8.3646,-1.6839,0.8814,-0.8785,2.8046,0.3166,-0.2992,612737,2021-05-19 18:18:28:278,Cycling
-1.8494,-5.3345,-11.0067,-2.6387,-1.2858,-9.357,1.0683,-3.1242,-2.0282,-2.5923,-0.005,0.5159,613237,2021-05-19 18:18:28:778,Cycling
-1.0591,-6.1774,-10.4082,-1.4042,-5.7248,-7.8375,-0.8776,1.0376,-3.3945,0.897,0.0614,0.2387,613738,2021-05-19 18:18:29:279,Cycling
-2.723,-3.8261,-10.5924,-3.0521,-0.0638,-9.3194,0.4905,-3.2152,0.6805,-2.1696,-0.0976,0.0142,614239,2021-05-19 18:18:29:780,Cycling
0.1116,-5.9521,-9.3069,-1.4583,-5.8818,-7.7103,-0.4719,-3.6151,-2.6172,-0.3441,-0.2483,-0.5415,614737,2021-05-19 18:18:30:278,Cycling
-2.2995,2.0776,-2.2011,-2.9983,1.3546,-9.2383,2.8971,-2.6345,2.2201,-1.3339,-0.2715,-0.137,615243,2021-05-19 18:18:30:784,Cycling
-3.7645,-5.0737,-7.4252,-1.8499,-5.6096,-7.8282,-1.1777,0.057,0.2853,-0.5682,-0.7672,-0.5125,615739,2021-05-19 18:18:31:280,Cycling
2.3357,-1.3986,-9.8097,-1.6693,-2.5411,-9.3234,0.527,4.7112,5.8769,2.5732,1.0288,-0.2132,616238,2021-05-19 18:18:31:779,Cycling
-4.483,-5.5738,-13.4151,-3.1758,-3.0858,-8.75,0.3709,-1.1473,-0.92,-2.3933,0.1733,0.3291,616738,2021-05-19 18:18:32:279,Cycling
-6.6063,-10.8027,-17.0471,-1.2916,-4.047,-8.8388,-1.262,0.736,1.0205,1.7182,-0.9231,0.1923,617238,2021-05-19 18:18:32:779,Cycling
-1.1264,0.883,-3.1038,-3.0947,2.2698,-9.0245,1.475,-2.1996,4.1804,-3.5215,0.0475,0.3117,617741,2021-05-19 18:18:33:282,Cycling
-2.7135,-6.163,-10.5398,-2.1059,-4.9991,-8.1697,2.6216,-3.5883,-4.3781,-1.1133,-0.5461,-0.1889,618237,2021-05-19 18:18:33:778,Cycling
-4.7797,-3.0505,-8.5262,-1.0422,-1.7378,-9.595,-0.0619,4.1616,4.1591,3.4298,0.367,0.1642,618737,2021-05-19 18:18:34:278,Cycling
-0.0897,-1.1809,-6.4196,-2.5339,2.4866,-9.1415,2.1789,-4.5485,2.5413,-3.5089,-0.6264,0.9538,619237,2021-05-19 18:18:34:778,Cycling
-3.4558,-5.5068,-10.9612,-0.8041,-5.9881,-7.7244,2.0926,-2.1193,-3.7952,-1.1948,-0.199,0.2501,619737,2021-05-19 18:18:35:278,Cycling
-0.4869,1.3977,-5.0979,-2.1851,0.6104,-9.5406,-1.2698,3.5525,6.9621,2.0172,0.4474,-0.0713,620241,2021-05-19 18:18:35:782,Cycling
-1.4853,-7.9705,-11.7512,-3.2106,0.7992,-9.2317,1.6543,-6.9306,-0.7344,-3.5028,-0.2396,0.093,620738,2021-05-19 18:18:36:279,Cycling
-1.349,-7.7166,-11.8851,-1.5078,-5.4822,-7.9901,1.3388,-2.9963,-4.8931,1.4405,0.0858,-0.3315,621238,2021-05-19 18:18:36:779,Cycling
-3.1756,-5.9833,-8.9812,-2.1319,-3.537,-8.8946,0.3896,-3.5047,-1.3893,-2.3198,-0.2833,0.1442,621737,2021-05-19 18:18:37:278,Cycling
-3.2641,0.591,-8.4975,-3.3989,1.481,-9.0788,-0.5657,0.1176,-0.6412,0.1187,-0.175,-0.1174,622238,2021-05-19 18:18:37:779,Cycling
-0.1208,-8.193,-14.0662,-2.0252,-5.4565,-7.8928,1.4343,-1.0329,-2.1469,-0.1364,0.2433,-0.0118,622737,2021-05-19 18:18:38:278,Cycling
-3.3697,1.745,-4.0229,-2.2813,0.1781,-9.5359,-1.2655,2.2105,6.4264,2.7158,1.1146,-0.0916,623238,2021-05-19 18:18:38:779,Cycling
-0.9323,-9.2393,-14.5786,-1.8015,-5.0383,-8.2183,0.1547,-2.6952,-1.073,-0.5708,-0.3089,-0.1674,623738,2021-05-19 18:18:39:279,Cycling
-1.8661,-3.0769,-8.2606,-0.5271,-4.352,-8.7723,-1.1444,0.9411,-0.6796,3.3407,0.8805,0.0559,624238,2021-05-19 18:18:39:779,Cycling
-0.8438,-1.5374,-9.9485,-1.3841,-0.4041,-9.7001,1.2552,-3.6262,-1.1205,-2.7239,0.037,1.0041,624737,2021-05-19 18:18:40:278,Cycling
-1.5667,-7.0917,-13.9226,-0.7973,-5.8349,-7.8415,-1.7408,-2.4328,-5.1698,0.853,0.2462,-0.0915,625237,2021-05-19 18:18:40:778,Cycling
-1.969,-0.958,-6.3622,-1.9701,1.3433,-9.5123,1.0056,-2.9826,1.3489,-2.9176,-0.4161,0.494,625737,2021-05-19 18:18:41:278,Cycling
-0.4845,-4.6714,-6.4364,-1.3852,-5.7028,-7.8568,-0.7146,-0.1704,-0.4987,0.0111,-0.0272,-0.2868,626237,2021-05-19 18:18:41:778,Cycling
-2.3139,3.4807,-4.5999,-1.7369,0.8257,-9.6162,0.1135,3.8398,5.8003,1.8031,0.6634,-0.4108,626738,2021-05-19 18:18:42:279,Cycling
-2.8334,-4.858,-9.5318,-1.7047,-4.6186,-8.4813,-0.0548,-0.8895,-1.0958,-1.92,-0.4797,0.4293,627237,2021-05-19 18:18:42:778,Cycling
-6.9368,-1.2191,-11.1168,-1.7958,-3.1629,-9.1072,-4.0761,2.195,-1.0921,2.8319,0.8923,-0.4641,627738,2021-05-19 18:18:43:279,Cycling
-3.1062,-4.7743,-10.8105,-2.8647,-1.0653,-9.3182,-0.0933,-2.9684,-2.2772,-1.9536,-0.0617,0.4132,628238,2021-05-19 18:18:43:779,Cycling
-1.8494,-8.9542,-10.2694,-2.4939,-3.8059,-8.6871,0.2566,0.7526,0.0471,2.5456,-0.1605,0.0142,628738,2021-05-19 18:18:44:279,Cycling
-2.3498,-2.2077,-10.5685,-2.4502,-0.2016,-9.4935,0.5287,-2.708,-1.9749,-3.0561,0.0625,0.2873,629237,2021-05-19 18:18:44:778,Cycling
1.1288,-5.811,-12.6395,-1.6702,-5.4647,-7.9698,2.2672,-2.9023,-4.9559,0.334,0.0131,-0.463,629737,2021-05-19 18:18:45:278,Cycling
-0.195,0.0452,-3.7167,-2.5916,2.2386,-9.1893,2.4691,-3.5452,1.2261,-2.648,-0.1953,0.2848,630239,2021-05-19 18:18:45:780,Cycling
-2.0934,-6.7086,-10.5733,-0.6852,-5.8064,-7.8732,-0.9843,-0.9294,-1.8129,-0.0385,0.1836,0.4479,630737,2021-05-19 18:18:46:278,Cycling
-3.1493,5.1709,-1.8036,-1.9983,-0.1105,-9.6003,-2.2056,3.5845,5.5438,2.2872,0.8062,0.228,631237,2021-05-19 18:18:46:778,Cycling
-2.9004,-4.7982,-10.669,-1.9894,-3.8402,-8.8015,-0.8893,-0.6628,-1.947,-0.4675,-0.4244,-0.5942,631738,2021-05-19 18:18:47:279,Cycling
-2.0647,-1.6908,-9.0171,-2.228,-0.7676,-9.5193,-1.7942,4.7785,4.5202,2.6143,0.8152,-0.0254,632238,2021-05-19 18:18:47:779,Cycling
-0.2979,-4.4749,-9.4959,-2.3794,-3.765,-8.7369,1.7303,-2.3785,-0.7302,-1.6249,-0.7419,-0.2294,632738,2021-05-19 18:18:48:279,Cycling
